class,cap-shape,cap-color,bruises?,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,habitat
p,x,y,f,c,b,p,e,b,n,p,p,w,o,l,h,p
p,x,y,f,c,b,p,e,b,p,n,p,w,o,l,h,d
p,x,y,f,c,b,p,e,b,n,p,p,w,o,l,h,d
e,f,c,f,w,n,w,e,b,w,n,p,w,o,e,w,l
p,x,g,f,c,b,h,e,b,n,n,p,w,o,l,h,d
p,f,g,f,c,b,p,e,b,n,p,p,w,o,l,h,g
p,x,g,f,c,b,h,e,b,p,n,p,w,o,l,h,g
p,f,g,f,c,b,p,e,b,p,b,p,w,o,l,h,g
p,x,b,t,c,b,w,t,b,w,w,p,w,o,p,h,u
p,f,g,f,c,b,h,e,b,n,n,p,w,o,l,h,d
p,x,g,f,c,b,p,e,b,n,p,p,w,o,l,h,g
p,f,y,f,c,b,g,e,b,b,b,p,w,o,l,h,p
p,f,g,f,c,b,h,e,b,n,p,p,w,o,l,h,p
p,f,g,f,c,b,g,e,b,p,p,p,w,o,l,h,d
e,f,g,t,c,b,w,t,b,p,w,p,w,o,p,k,d
p,x,y,f,c,b,p,e,b,b,b,p,w,o,l,h,p
p,x,y,f,c,b,h,e,b,b,b,p,w,o,l,h,p
e,f,e,t,c,b,u,t,b,p,p,p,w,o,p,k,d
p,f,g,f,c,b,h,e,b,b,p,p,w,o,l,h,p
p,f,g,f,c,b,h,e,b,b,b,p,w,o,l,h,d
p,x,y,f,c,b,g,e,b,p,n,p,w,o,l,h,d
e,f,g,t,c,b,w,t,b,w,w,p,w,o,p,k,d
p,x,g,f,c,b,g,e,b,n,p,p,w,o,l,h,g
p,x,g,f,c,b,g,e,b,p,p,p,w,o,l,h,p
e,f,n,t,c,b,p,t,b,p,w,p,w,o,p,n,d
e,f,g,t,c,b,u,t,b,p,g,p,w,o,p,n,d
p,x,g,f,c,b,h,e,b,n,n,p,w,o,l,h,d
p,f,y,f,c,b,h,e,b,p,p,p,w,o,l,h,p
p,f,y,f,c,b,h,e,b,n,b,p,w,o,l,h,d
p,f,g,f,c,b,g,e,b,n,p,p,w,o,l,h,p
p,f,g,f,c,b,h,e,b,b,b,p,w,o,l,h,p
p,f,g,f,c,b,p,e,b,p,n,p,w,o,l,h,g
p,f,b,t,c,b,w,t,b,w,w,p,w,o,p,h,u
e,f,e,t,c,b,u,t,b,p,p,p,w,o,p,n,d
p,x,n,f,c,n,b,t,?,p,p,p,w,o,e,w,d
e,x,g,t,c,b,n,t,b,g,w,p,w,o,p,n,d
p,x,g,f,w,n,n,e,b,w,w,p,w,o,p,k,d
p,x,p,f,w,n,n,e,b,w,w,p,w,o,p,n,d
p,x,n,f,c,n,b,t,?,p,w,p,w,o,e,w,l
p,f,g,f,c,b,g,e,b,n,p,p,w,o,l,h,p
p,x,y,f,c,b,g,e,b,b,b,p,w,o,l,h,g
p,x,g,t,c,b,w,t,b,w,w,p,w,o,p,h,u
p,f,g,f,c,b,h,e,b,b,p,p,w,o,l,h,p
p,x,y,f,c,b,p,e,b,b,b,p,w,o,l,h,d
p,f,g,f,c,b,g,e,b,n,p,p,w,o,l,h,p
p,f,g,f,c,b,h,e,b,n,b,p,w,o,l,h,d
p,f,g,f,c,b,h,e,b,b,b,p,w,o,l,h,d
p,x,g,f,c,b,g,e,b,n,p,p,w,o,l,h,g
p,f,g,f,c,b,h,e,b,p,p,p,w,o,l,h,g
p,x,y,f,c,b,p,e,b,b,b,p,w,o,l,h,g
p,f,y,f,c,b,p,e,b,n,n,p,w,o,l,h,g
p,x,y,f,c,b,h,e,b,n,b,p,w,o,l,h,g
p,x,y,f,c,b,g,e,b,b,p,p,w,o,l,h,g
p,x,y,f,c,b,p,e,b,n,p,p,w,o,l,h,g
p,f,g,t,c,b,h,t,b,w,w,p,w,o,p,h,u
p,x,y,f,c,b,h,e,b,n,n,p,w,o,l,h,g
p,f,y,f,c,b,p,e,b,p,b,p,w,o,l,h,g
p,f,g,f,c,b,p,e,b,n,p,p,w,o,l,h,d
p,f,y,f,c,b,p,e,b,p,n,p,w,o,l,h,d
p,f,y,f,c,b,g,e,b,b,p,p,w,o,l,h,d
p,x,g,f,c,b,h,e,b,b,n,p,w,o,l,h,p
p,x,g,f,c,b,p,e,b,n,b,p,w,o,l,h,p
e,f,e,t,c,b,p,t,b,w,w,p,w,o,p,n,d
p,f,y,f,c,b,h,e,b,n,p,p,w,o,l,h,d
p,f,g,f,c,b,h,e,b,b,p,p,w,o,l,h,d
p,f,g,f,c,b,h,e,b,n,p,p,w,o,l,h,p
p,x,y,f,c,b,g,e,b,b,p,p,w,o,l,h,g
p,x,y,f,c,b,g,e,b,p,p,p,w,o,l,h,p
p,x,g,f,c,b,h,e,b,n,b,p,w,o,l,h,d
p,x,y,f,c,b,p,e,b,p,p,p,w,o,l,h,p
p,f,w,t,c,b,p,t,b,w,w,p,w,o,p,h,u
p,f,y,f,c,b,h,e,b,p,n,p,w,o,l,h,g
p,f,y,f,c,b,p,e,b,b,p,p,w,o,l,h,d
p,f,g,f,c,b,h,e,b,n,n,p,w,o,l,h,p
p,f,y,f,c,b,p,e,b,p,b,p,w,o,l,h,d
p,f,y,f,c,b,h,e,b,b,n,p,w,o,l,h,d
p,f,g,f,c,b,g,e,b,b,b,p,w,o,l,h,p
p,x,g,f,c,b,p,e,b,n,b,p,w,o,l,h,g
p,x,y,f,c,b,h,e,b,b,p,p,w,o,l,h,p
p,f,g,f,c,b,g,e,b,p,b,p,w,o,l,h,g
p,x,y,f,c,b,p,e,b,n,b,p,w,o,l,h,d
p,f,g,f,c,b,p,e,b,n,n,p,w,o,l,h,d
p,x,y,f,c,b,g,e,b,n,b,p,w,o,l,h,d
p,x,w,t,c,b,h,t,b,w,w,p,w,o,p,h,g
p,f,g,f,c,b,p,e,b,n,b,p,w,o,l,h,g
p,x,b,t,c,b,p,t,b,w,w,p,w,o,p,h,g
p,f,g,f,c,b,h,e,b,p,b,p,w,o,l,h,d
p,x,g,f,c,b,p,e,b,n,n,p,w,o,l,h,d
p,x,y,f,c,b,g,e,b,n,b,p,w,o,l,h,g
p,x,y,f,c,b,p,e,b,n,n,p,w,o,l,h,g
p,x,y,f,c,b,g,e,b,p,p,p,w,o,l,h,g
e,f,g,t,c,b,u,t,b,g,g,p,w,o,p,n,d
p,f,y,f,c,b,h,e,b,p,p,p,w,o,l,h,p
p,x,g,f,c,b,h,e,b,p,n,p,w,o,l,h,p
p,f,y,f,c,b,h,e,b,p,b,p,w,o,l,h,g
p,f,y,f,c,b,h,e,b,n,p,p,w,o,l,h,p
p,f,y,f,c,b,g,e,b,n,p,p,w,o,l,h,d
p,x,g,f,c,b,h,e,b,p,p,p,w,o,l,h,p
p,f,g,f,c,b,g,e,b,b,b,p,w,o,l,h,g
p,x,g,f,c,b,g,e,b,p,p,p,w,o,l,h,p
p,x,p,f,c,n,p,e,b,w,w,p,w,o,p,k,d
p,x,y,f,c,b,g,e,b,n,n,p,w,o,l,h,d
p,x,y,f,c,b,g,e,b,n,n,p,w,o,l,h,g
p,f,y,f,c,b,h,e,b,b,p,p,w,o,l,h,g
p,x,g,f,c,b,g,e,b,p,n,p,w,o,l,h,g
p,f,g,f,c,b,g,e,b,p,n,p,w,o,l,h,g
p,x,g,f,c,b,h,e,b,p,n,p,w,o,l,h,d
p,x,y,f,c,b,h,e,b,b,n,p,w,o,l,h,g
p,x,y,f,c,b,g,e,b,b,p,p,w,o,l,h,p
p,x,g,f,c,b,h,e,b,p,b,p,w,o,l,h,d
p,x,y,f,c,b,g,e,b,n,p,p,w,o,l,h,d
p,f,g,f,c,b,g,e,b,b,b,p,w,o,l,h,p
p,f,g,f,c,b,p,e,b,p,n,p,w,o,l,h,d
p,x,y,f,c,b,h,e,b,b,n,p,w,o,l,h,p
e,k,n,f,w,n,w,e,b,w,n,p,w,o,e,w,l
p,f,g,f,c,b,p,e,b,n,n,p,w,o,l,h,p
p,x,y,f,c,b,h,e,b,n,p,p,w,o,l,h,g
p,f,y,f,c,b,p,e,b,p,p,p,w,o,l,h,g
p,x,g,f,c,b,h,e,b,n,b,p,w,o,l,h,d
p,x,g,f,c,b,h,e,b,b,p,p,w,o,l,h,p
p,f,y,f,c,b,p,e,b,p,p,p,w,o,l,h,g
e,f,p,t,c,b,e,e,?,w,w,p,w,t,e,w,w
p,f,y,f,c,b,p,e,b,n,b,p,w,o,l,h,p
p,x,y,f,c,b,g,e,b,b,b,p,w,o,l,h,d
p,x,g,f,c,b,p,e,b,p,b,p,w,o,l,h,d
p,f,g,f,c,b,g,e,b,b,p,p,w,o,l,h,p
p,x,y,f,c,b,g,e,b,b,b,p,w,o,l,h,d
p,f,g,f,c,b,h,e,b,p,n,p,w,o,l,h,g
p,f,g,f,c,b,h,e,b,n,b,p,w,o,l,h,g
e,k,p,t,c,b,e,e,?,w,e,p,w,t,e,w,w
p,x,y,f,c,b,p,e,b,p,n,p,w,o,l,h,d
p,f,y,f,c,b,p,e,b,p,n,p,w,o,l,h,p
p,f,g,f,c,b,h,e,b,b,n,p,w,o,l,h,p
p,f,g,f,c,b,p,e,b,n,b,p,w,o,l,h,g
p,x,y,f,c,b,h,e,b,n,p,p,w,o,l,h,p
p,f,g,f,c,b,p,e,b,n,b,p,w,o,l,h,p
p,x,g,f,c,b,g,e,b,p,p,p,w,o,l,h,g
p,f,y,f,c,b,g,e,b,b,n,p,w,o,l,h,g
p,f,g,f,c,b,h,e,b,n,n,p,w,o,l,h,d
p,x,y,f,c,b,g,e,b,p,p,p,w,o,l,h,d
p,f,g,f,c,b,g,e,b,n,n,p,w,o,l,h,g
p,f,g,f,c,b,g,e,b,p,n,p,w,o,l,h,d
p,f,y,f,c,b,h,e,b,p,b,p,w,o,l,h,g
e,f,g,t,c,b,w,t,b,p,w,p,w,o,p,n,d
p,f,g,f,c,b,h,e,b,p,b,p,w,o,l,h,d
p,f,g,f,c,b,g,e,b,n,p,p,w,o,l,h,d
p,f,g,f,c,b,g,e,b,b,n,p,w,o,l,h,g
p,x,y,f,c,b,p,e,b,p,b,p,w,o,l,h,g
p,x,g,f,c,b,p,e,b,b,n,p,w,o,l,h,g
p,x,y,f,c,b,g,e,b,p,b,p,w,o,l,h,p
p,f,y,f,c,b,p,e,b,b,b,p,w,o,l,h,d
p,x,y,f,c,b,g,e,b,p,n,p,w,o,l,h,g
p,x,y,f,c,b,p,e,b,n,b,p,w,o,l,h,p
p,f,g,f,c,b,p,e,b,b,p,p,w,o,l,h,g
p,x,y,f,c,b,h,e,b,p,b,p,w,o,l,h,d
p,f,g,f,c,b,h,e,b,b,b,p,w,o,l,h,g
p,f,g,f,c,b,g,e,b,b,p,p,w,o,l,h,d
p,f,g,f,c,b,h,e,b,n,n,p,w,o,l,h,g
p,f,y,f,c,b,h,e,b,p,p,p,w,o,l,h,g
p,f,g,f,c,b,p,e,b,p,b,p,w,o,l,h,g
p,x,y,f,c,b,g,e,b,b,p,p,w,o,l,h,p
p,f,g,f,c,b,p,e,b,n,b,p,w,o,l,h,g
p,f,g,f,c,b,h,e,b,b,b,p,w,o,l,h,g
p,f,g,f,c,b,p,e,b,n,b,p,w,o,l,h,p
e,x,r,f,c,n,p,e,?,w,w,p,w,o,f,h,d
p,f,y,f,c,b,p,e,b,n,b,p,w,o,l,h,g
p,x,y,f,c,b,g,e,b,b,p,p,w,o,l,h,d
p,x,n,f,c,n,b,t,?,w,w,p,w,o,e,w,p
p,f,y,f,c,b,h,e,b,b,n,p,w,o,l,h,d
p,k,n,f,c,n,w,e,?,w,n,p,w,o,e,w,d
p,f,y,f,c,b,p,e,b,b,p,p,w,o,l,h,d
p,x,g,f,c,b,h,e,b,b,n,p,w,o,l,h,d
p,x,g,f,c,b,h,e,b,b,p,p,w,o,l,h,g
p,f,g,f,c,b,g,e,b,n,p,p,w,o,l,h,g
p,x,y,f,c,b,p,e,b,p,p,p,w,o,l,h,d
p,x,g,f,c,b,g,e,b,n,p,p,w,o,l,h,d
p,x,g,f,c,b,g,e,b,n,b,p,w,o,l,h,d
p,x,g,f,c,b,p,e,b,n,n,p,w,o,l,h,g
p,x,g,f,c,b,g,e,b,p,n,p,w,o,l,h,g
e,f,e,t,c,b,w,t,b,g,p,p,w,o,p,k,d
p,f,y,f,c,b,h,e,b,n,n,p,w,o,l,h,p
p,x,y,f,c,b,h,e,b,p,p,p,w,o,l,h,g
p,f,y,f,c,b,g,e,b,n,n,p,w,o,l,h,g
p,x,y,f,c,b,p,e,b,b,b,p,w,o,l,h,p
p,f,g,f,c,b,h,e,b,n,b,p,w,o,l,h,g
p,f,g,f,c,b,h,e,b,p,p,p,w,o,l,h,g
p,x,y,f,c,b,g,e,b,p,p,p,w,o,l,h,g
p,f,b,t,c,b,w,t,b,w,w,p,w,o,p,h,u
p,x,g,f,c,b,p,e,b,p,b,p,w,o,l,h,g
p,x,y,f,c,b,g,e,b,n,n,p,w,o,l,h,p
p,f,g,f,c,b,g,e,b,n,n,p,w,o,l,h,p
p,f,g,f,c,b,g,e,b,b,n,p,w,o,l,h,d
p,f,y,f,c,b,p,e,b,p,b,p,w,o,l,h,d
p,f,g,f,c,b,h,e,b,n,n,p,w,o,l,h,g
p,x,g,f,c,b,p,e,b,b,n,p,w,o,l,h,g
e,x,e,t,c,b,e,e,?,w,e,p,w,t,e,w,w
p,f,g,f,c,b,g,e,b,p,p,p,w,o,l,h,d
p,f,y,f,c,b,p,e,b,n,p,p,w,o,l,h,d
p,f,g,f,c,b,g,e,b,n,n,p,w,o,l,h,d
p,x,y,f,c,b,g,e,b,p,p,p,w,o,l,h,p
p,f,g,f,c,b,g,e,b,n,n,p,w,o,l,h,d
p,x,y,f,c,b,h,e,b,b,b,p,w,o,l,h,g
p,b,w,t,w,n,w,e,b,w,w,p,w,o,p,w,l
p,f,b,t,c,b,h,t,b,w,w,p,w,o,p,h,u
p,x,y,f,c,b,p,e,b,b,p,p,w,o,l,h,p
p,f,g,f,c,b,g,e,b,b,b,p,w,o,l,h,d
p,f,g,f,c,b,g,e,b,p,p,p,w,o,l,h,p
p,f,y,f,c,b,p,e,b,b,p,p,w,o,l,h,p
p,f,g,f,c,b,g,e,b,n,n,p,w,o,l,h,d
p,x,y,f,c,b,h,e,b,p,p,p,w,o,l,h,d
p,x,y,f,c,b,p,e,b,b,p,p,w,o,l,h,g
p,f,g,f,c,b,p,e,b,b,p,p,w,o,l,h,g
p,x,w,t,c,b,w,t,b,w,w,p,w,o,p,h,u
e,f,g,t,c,b,n,t,b,g,p,p,w,o,p,n,d
p,x,n,f,c,n,b,t,?,w,p,p,w,o,e,w,d
p,f,g,f,c,b,p,e,b,p,p,p,w,o,l,h,d
p,f,g,f,c,b,g,e,b,p,n,p,w,o,l,h,g
e,f,e,t,c,b,n,t,b,p,g,p,w,o,p,k,d
e,x,b,t,c,b,e,e,?,w,e,p,w,t,e,w,w
p,x,y,f,c,b,h,e,b,n,n,p,w,o,l,h,g
p,x,y,f,c,b,g,e,b,b,n,p,w,o,l,h,d
p,x,y,f,c,b,h,e,b,n,b,p,w,o,l,h,p
p,x,y,f,c,b,p,e,b,n,n,p,w,o,l,h,g
p,f,y,f,c,b,g,e,b,b,n,p,w,o,l,h,g
p,f,g,f,c,b,p,e,b,b,b,p,w,o,l,h,g
p,x,g,f,c,b,p,e,b,n,n,p,w,o,l,h,g
p,f,y,f,c,b,p,e,b,b,b,p,w,o,l,h,g
p,x,g,f,c,b,h,e,b,p,p,p,w,o,l,h,g
p,x,y,f,c,b,g,e,b,p,n,p,w,o,l,h,g
p,f,g,f,c,b,h,e,b,b,n,p,w,o,l,h,p
p,f,y,f,c,b,h,e,b,n,b,p,w,o,l,h,g
p,x,g,f,c,b,g,e,b,p,b,p,w,o,l,h,d
p,f,g,f,c,b,h,e,b,p,p,p,w,o,l,h,d
p,f,g,f,c,b,p,e,b,b,n,p,w,o,l,h,p
e,x,u,f,c,n,h,e,?,w,w,p,w,o,f,h,d
p,x,g,f,c,b,g,e,b,n,n,p,w,o,l,h,g
p,f,y,f,c,b,g,e,b,n,p,p,w,o,l,h,g
p,f,y,f,c,b,h,e,b,p,n,p,w,o,l,h,g
p,x,y,f,c,b,h,e,b,p,n,p,w,o,l,h,g
p,f,y,f,c,b,h,e,b,b,b,p,w,o,l,h,g
p,f,g,f,c,b,h,e,b,p,b,p,w,o,l,h,g
p,f,g,f,c,b,p,e,b,b,b,p,w,o,l,h,d
p,f,g,f,c,b,h,e,b,b,n,p,w,o,l,h,g
p,f,y,f,c,b,h,e,b,b,n,p,w,o,l,h,d
p,f,y,f,c,b,h,e,b,b,n,p,w,o,l,h,p
p,f,g,f,c,b,g,e,b,p,n,p,w,o,l,h,p
p,f,g,f,c,b,g,e,b,n,b,p,w,o,l,h,g
p,f,y,f,c,b,g,e,b,n,b,p,w,o,l,h,d
e,f,e,t,c,b,u,t,b,g,w,p,w,o,p,n,d
p,f,b,t,c,b,h,t,b,w,w,p,w,o,p,h,u
p,f,g,f,c,b,g,e,b,p,n,p,w,o,l,h,d
p,f,g,f,c,b,h,e,b,p,p,p,w,o,l,h,p
p,x,y,f,c,b,p,e,b,p,b,p,w,o,l,h,g
p,f,y,f,c,b,p,e,b,p,b,p,w,o,l,h,p
p,f,y,f,c,b,h,e,b,n,n,p,w,o,l,h,d
e,f,n,t,c,b,u,t,b,w,g,p,w,o,p,k,d
p,f,y,f,c,b,h,e,b,b,n,p,w,o,l,h,g
e,x,b,t,c,b,e,e,?,w,w,p,w,t,e,w,w
p,x,y,f,c,b,p,e,b,n,p,p,w,o,l,h,g
p,x,y,f,c,b,p,e,b,p,b,p,w,o,l,h,d
p,x,y,f,c,b,h,e,b,p,n,p,w,o,l,h,g
p,f,g,f,c,b,g,e,b,b,b,p,w,o,l,h,p
e,f,e,t,c,b,n,t,b,g,g,p,w,o,p,k,d
p,f,y,f,c,b,p,e,b,p,n,p,w,o,l,h,d
p,f,y,f,c,b,p,e,b,b,n,p,w,o,l,h,g
p,x,y,f,c,b,h,e,b,n,n,p,w,o,l,h,d
p,x,y,f,c,b,p,e,b,n,b,p,w,o,l,h,g
p,x,n,f,c,n,b,t,?,w,p,p,w,o,e,w,d
p,f,y,f,c,b,p,e,b,p,b,p,w,o,l,h,p
p,x,y,f,c,b,h,e,b,n,b,p,w,o,l,h,g
p,f,y,f,c,b,g,e,b,n,n,p,w,o,l,h,p
p,f,y,f,c,b,g,e,b,n,b,p,w,o,l,h,d
p,f,g,f,c,b,p,e,b,b,p,p,w,o,l,h,p
p,f,g,f,c,b,h,e,b,b,b,p,w,o,l,h,g
p,f,g,f,c,b,h,e,b,b,n,p,w,o,l,h,d
p,f,g,f,c,b,g,e,b,b,n,p,w,o,l,h,g
p,x,g,f,c,n,p,e,b,w,w,p,w,o,p,k,d
p,x,y,f,c,b,g,e,b,b,p,p,w,o,l,h,g
p,f,g,t,c,b,h,t,b,w,w,p,w,o,p,h,u
p,x,g,f,c,b,p,e,b,n,n,p,w,o,l,h,g
p,x,y,f,c,b,p,e,b,p,b,p,w,o,l,h,p
p,x,y,f,c,b,h,e,b,n,b,p,w,o,l,h,d
e,f,g,t,c,b,u,t,b,p,g,p,w,o,p,k,d
p,f,g,f,c,b,g,e,b,b,n,p,w,o,l,h,d
p,f,y,f,c,b,h,e,b,n,p,p,w,o,l,h,g
p,f,g,f,c,b,h,e,b,n,b,p,w,o,l,h,p
p,x,y,f,c,b,h,e,b,b,b,p,w,o,l,h,g
p,x,g,f,c,b,p,e,b,b,p,p,w,o,l,h,d
p,x,y,f,c,b,p,e,b,b,p,p,w,o,l,h,p
e,f,n,t,c,b,n,t,b,g,g,p,w,o,p,n,d
p,x,g,f,c,b,g,e,b,n,n,p,w,o,l,h,g
p,f,y,f,c,b,g,e,b,b,p,p,w,o,l,h,g
p,x,g,f,c,b,p,e,b,p,n,p,w,o,l,h,p
p,x,y,f,c,b,p,e,b,p,p,p,w,o,l,h,g
p,f,g,f,c,b,g,e,b,n,b,p,w,o,l,h,p
p,f,g,f,c,b,h,e,b,p,b,p,w,o,l,h,g
p,x,y,f,c,b,h,e,b,b,n,p,w,o,l,h,g
e,k,b,t,c,b,e,e,?,e,e,p,w,t,e,w,w
p,x,y,f,c,b,p,e,b,b,b,p,w,o,l,h,p
p,x,n,f,c,n,b,t,?,p,w,p,w,o,e,w,d
p,f,g,f,c,b,p,e,b,n,n,p,w,o,l,h,p
p,x,g,f,c,b,g,e,b,n,n,p,w,o,l,h,p
p,f,y,f,c,b,h,e,b,b,b,p,w,o,l,h,g
p,f,g,f,c,b,g,e,b,p,p,p,w,o,l,h,d
p,f,g,f,c,b,h,e,b,b,p,p,w,o,l,h,g
p,f,y,f,c,b,h,e,b,n,n,p,w,o,l,h,g
p,x,y,f,c,b,g,e,b,n,b,p,w,o,l,h,d
p,x,w,t,c,b,p,t,b,w,w,p,w,o,p,h,u
p,x,y,f,c,b,g,e,b,p,b,p,w,o,l,h,g
p,f,y,f,c,b,g,e,b,p,p,p,w,o,l,h,p
p,x,y,f,c,b,p,e,b,p,n,p,w,o,l,h,g
p,x,y,f,c,b,g,e,b,n,b,p,w,o,l,h,p
p,f,y,f,c,b,h,e,b,b,n,p,w,o,l,h,g
p,x,y,f,c,b,h,e,b,n,b,p,w,o,l,h,g
p,x,y,f,c,b,p,e,b,b,n,p,w,o,l,h,p
p,f,g,f,c,b,p,e,b,p,n,p,w,o,l,h,p
p,f,y,f,c,b,h,e,b,b,b,p,w,o,l,h,p
p,f,g,f,c,b,h,e,b,b,b,p,w,o,l,h,p
e,f,n,t,c,b,p,t,b,w,p,p,w,o,p,k,d
p,x,y,f,c,b,h,e,b,b,p,p,w,o,l,h,d
p,x,g,f,c,b,g,e,b,n,n,p,w,o,l,h,p
p,f,g,f,c,b,h,e,b,b,p,p,w,o,l,h,g
p,f,g,f,c,b,g,e,b,p,b,p,w,o,l,h,g
p,x,y,f,c,b,g,e,b,b,p,p,w,o,l,h,d
p,f,g,f,c,b,g,e,b,n,b,p,w,o,l,h,p
p,x,g,f,c,b,p,e,b,p,p,p,w,o,l,h,d
p,x,y,f,c,b,p,e,b,b,n,p,w,o,l,h,d
p,x,y,f,c,b,h,e,b,n,n,p,w,o,l,h,d
p,f,y,f,c,b,g,e,b,p,n,p,w,o,l,h,d
e,f,c,f,w,n,w,e,b,w,n,p,w,o,e,w,l
p,f,g,f,c,b,h,e,b,p,b,p,w,o,l,h,g
p,x,g,f,c,b,p,e,b,p,n,p,w,o,l,h,p
p,f,y,f,c,n,w,e,?,w,y,p,w,o,e,w,d
p,f,y,f,c,b,h,e,b,p,b,p,w,o,l,h,p
p,x,g,t,c,b,p,t,b,w,w,p,w,o,p,h,g
e,f,n,t,c,b,e,e,?,w,w,p,w,t,e,w,w
p,x,n,f,c,n,b,t,?,p,p,p,w,o,e,w,p
p,x,g,f,w,n,u,e,b,w,w,p,w,o,p,k,d
p,x,y,f,c,b,g,e,b,n,n,p,w,o,l,h,d
p,f,g,f,c,b,h,e,b,b,n,p,w,o,l,h,g
p,f,g,f,c,b,g,e,b,p,b,p,w,o,l,h,d
p,x,y,f,c,b,p,e,b,n,b,p,w,o,l,h,g
p,x,y,f,c,b,p,e,b,b,b,p,w,o,l,h,g
p,x,g,f,c,b,p,e,b,b,b,p,w,o,l,h,d
p,f,g,f,c,b,g,e,b,p,p,p,w,o,l,h,d
p,f,g,f,c,b,h,e,b,b,n,p,w,o,l,h,g
p,f,y,f,c,b,g,e,b,p,n,p,w,o,l,h,g
p,x,y,f,c,b,p,e,b,b,b,p,w,o,l,h,d
p,f,y,f,c,b,p,e,b,b,n,p,w,o,l,h,p
p,f,g,f,c,b,p,e,b,p,b,p,w,o,l,h,p
p,f,y,f,c,b,h,e,b,b,p,p,w,o,l,h,p
p,f,y,f,c,b,h,e,b,n,n,p,w,o,l,h,d
p,f,y,f,c,b,h,e,b,n,n,p,w,o,l,h,p
p,f,y,f,c,b,h,e,b,b,p,p,w,o,l,h,d
p,x,g,f,c,b,h,e,b,b,p,p,w,o,l,h,g
p,x,g,f,c,b,p,e,b,b,b,p,w,o,l,h,g
p,x,g,f,c,b,g,e,b,b,n,p,w,o,l,h,d
e,x,b,t,c,b,w,e,?,e,w,p,w,t,e,w,w
p,f,g,f,c,b,g,e,b,p,n,p,w,o,l,h,d
p,x,y,f,c,b,g,e,b,p,b,p,w,o,l,h,d
p,x,n,f,c,n,b,t,?,p,p,p,w,o,e,w,l
p,x,g,f,c,b,g,e,b,b,b,p,w,o,l,h,d
p,f,g,f,c,b,h,e,b,n,b,p,w,o,l,h,p
p,f,g,f,c,b,p,e,b,p,n,p,w,o,l,h,d
p,f,y,f,c,b,g,e,b,b,p,p,w,o,l,h,g
p,x,y,f,c,b,g,e,b,n,n,p,w,o,l,h,d
p,x,y,f,c,b,h,e,b,p,b,p,w,o,l,h,g
p,f,g,f,c,b,h,e,b,n,n,p,w,o,l,h,p
p,x,g,f,c,b,g,e,b,n,p,p,w,o,l,h,p
p,f,y,f,c,b,h,e,b,b,b,p,w,o,l,h,g
p,x,y,f,c,b,p,e,b,n,p,p,w,o,l,h,g
e,x,u,f,c,n,h,e,?,w,w,p,w,o,f,h,d
e,f,b,t,c,b,e,e,?,e,e,p,w,t,e,w,w
p,f,y,f,c,b,h,e,b,b,p,p,w,o,l,h,d
p,x,y,f,c,b,g,e,b,n,p,p,w,o,l,h,p
p,x,g,f,c,b,g,e,b,p,b,p,w,o,l,h,g
p,f,g,f,c,b,p,e,b,p,n,p,w,o,l,h,d
p,f,g,f,c,b,h,e,b,n,n,p,w,o,l,h,g
p,f,g,f,c,b,h,e,b,b,b,p,w,o,l,h,g
p,f,g,f,c,b,p,e,b,n,n,p,w,o,l,h,g
p,x,y,f,c,b,g,e,b,p,n,p,w,o,l,h,g
p,f,y,f,c,b,h,e,b,p,p,p,w,o,l,h,d
p,f,g,f,c,b,p,e,b,p,p,p,w,o,l,h,d
p,f,y,f,c,b,h,e,b,n,b,p,w,o,l,h,g
p,f,y,f,c,b,h,e,b,n,p,p,w,o,l,h,g
p,f,g,f,c,b,h,e,b,n,p,p,w,o,l,h,g
p,f,b,t,c,b,w,t,b,w,w,p,w,o,p,h,g
p,f,w,t,c,b,g,e,b,w,w,p,w,t,p,r,m
p,x,y,f,c,b,p,e,b,p,n,p,w,o,l,h,p
p,f,y,f,c,b,p,e,b,b,b,p,w,o,l,h,p
p,f,g,f,c,b,g,e,b,p,p,p,w,o,l,h,g
p,x,y,f,c,b,h,e,b,n,p,p,w,o,l,h,d
p,x,y,f,c,b,g,e,b,p,n,p,w,o,l,h,p
p,x,y,f,c,b,g,e,b,p,b,p,w,o,l,h,d
e,f,g,t,c,b,u,t,b,g,g,p,w,o,p,n,d
e,x,u,f,c,n,u,e,?,w,w,p,w,o,f,h,d
p,x,g,f,c,b,h,e,b,p,p,p,w,o,l,h,d
p,f,y,f,c,b,p,e,b,n,b,p,w,o,l,h,g
p,x,y,f,c,b,p,e,b,n,b,p,w,o,l,h,d
p,f,g,f,c,b,p,e,b,n,p,p,w,o,l,h,d
p,x,y,f,c,b,h,e,b,n,p,p,w,o,l,h,p
p,x,y,f,c,b,p,e,b,b,p,p,w,o,l,h,d
p,x,y,f,c,b,g,e,b,b,n,p,w,o,l,h,p
p,f,y,f,c,b,h,e,b,n,n,p,w,o,l,h,g
p,x,g,f,c,b,g,e,b,p,n,p,w,o,l,h,p
p,f,g,f,c,b,p,e,b,n,n,p,w,o,l,h,g
p,f,g,f,c,b,g,e,b,p,n,p,w,o,l,h,p
p,x,y,f,c,b,g,e,b,p,p,p,w,o,l,h,p
