class,cap-color,bruises?,gill-spacing,gill-color,stalk-shape,stalk-color-above-ring,stalk-color-below-ring,veil-color,ring-number,spore-print-color,habitat
e,g,t,c,n,t,w,g,w,o,k,d
p,g,f,c,g,e,b,n,w,o,h,g
p,y,f,c,p,e,n,b,w,o,h,p
p,y,f,c,g,e,p,b,w,o,h,g
e,g,t,c,w,t,w,w,w,o,k,d
e,n,t,c,n,t,w,g,w,o,n,d
e,e,t,c,n,t,w,p,w,o,n,d
p,y,f,c,h,e,n,p,w,o,h,g
p,g,f,c,g,e,b,b,w,o,h,g
p,g,f,c,h,e,n,b,w,o,h,d
e,e,t,c,w,t,p,w,w,o,k,d
p,g,f,c,p,e,n,b,w,o,h,g
e,e,t,c,n,t,g,w,w,o,k,d
e,g,t,c,p,t,g,w,w,o,k,d
e,g,t,c,w,t,g,p,w,o,n,d
p,g,f,c,p,e,b,b,w,o,h,d
p,y,f,c,p,e,b,b,w,o,h,g
p,y,f,c,h,e,b,n,w,o,h,g
e,e,t,c,p,t,g,p,w,o,n,d
p,y,f,c,h,e,p,n,w,o,h,d
p,g,f,c,h,e,p,b,w,o,h,p
p,y,f,c,g,e,p,p,w,o,h,g
p,y,f,c,g,e,p,b,w,o,h,d
p,g,f,c,p,e,n,n,w,o,h,p
p,y,f,c,h,e,b,b,w,o,h,p
p,p,f,c,g,e,w,w,w,o,n,d
p,y,f,c,p,e,n,n,w,o,h,g
e,e,t,c,u,t,g,g,w,o,k,d
e,e,t,c,n,t,g,p,w,o,k,d
p,p,f,c,n,e,w,w,w,o,n,d
p,y,f,c,h,e,b,b,w,o,h,g
p,g,f,c,p,e,b,p,w,o,h,g
e,g,t,c,p,t,w,p,w,o,k,d
e,e,t,c,p,t,w,g,w,o,n,d
p,g,f,c,p,e,b,b,w,o,h,d
e,g,t,c,u,t,w,g,w,o,n,d
p,y,f,c,g,e,n,p,w,o,h,d
p,g,f,c,g,e,n,n,w,o,h,g
e,e,t,c,p,t,g,g,w,o,n,d
p,y,f,c,h,e,n,n,w,o,h,g
p,y,f,c,g,e,n,b,w,o,h,g
p,y,f,c,p,e,p,p,w,o,h,g
p,g,f,c,g,e,p,b,w,o,h,g
p,p,f,w,n,e,w,w,w,o,n,d
p,g,f,c,g,e,w,w,w,o,k,d
p,g,f,c,g,e,b,p,w,o,h,p
p,y,f,c,h,e,b,p,w,o,h,p
p,g,f,c,h,e,p,n,w,o,h,d
e,g,t,c,u,t,w,w,w,o,n,d
p,g,t,c,w,t,w,w,w,o,h,u
p,y,f,c,g,e,p,b,w,o,h,d
e,g,t,c,w,t,p,p,w,o,k,d
p,y,f,c,g,e,p,b,w,o,h,d
p,g,f,c,h,e,b,b,w,o,h,p
p,y,f,c,g,e,b,b,w,o,h,p
p,g,f,c,h,e,b,n,w,o,h,g
p,g,f,c,h,e,b,p,w,o,h,g
p,y,f,c,h,e,n,b,w,o,h,p
p,y,f,c,p,e,p,n,w,o,h,p
p,w,f,c,g,e,w,w,w,o,k,d
p,g,f,c,g,e,b,n,w,o,h,p
p,g,f,c,p,e,b,b,w,o,h,p
e,n,t,c,u,t,p,p,w,o,n,d
e,g,t,c,w,t,p,w,w,o,k,d
p,y,f,c,g,e,n,b,w,o,h,p
p,p,f,c,u,e,w,w,w,o,n,d
p,g,f,c,p,e,n,n,w,o,h,g
p,g,f,c,h,e,b,b,w,o,h,g
p,w,f,c,u,e,w,w,w,o,k,d
e,e,t,c,w,t,w,p,w,o,n,d
p,g,f,c,p,e,b,n,w,o,h,g
p,p,f,w,p,e,w,w,w,o,k,d
p,w,t,c,p,t,w,w,w,o,h,g
p,y,f,c,p,e,n,n,w,o,h,p
e,b,t,c,e,e,e,w,w,t,w,w
p,g,f,c,g,e,n,p,w,o,h,g
p,g,f,c,p,e,p,n,w,o,h,g
p,y,f,c,h,e,n,b,w,o,h,g
p,y,f,c,h,e,p,p,w,o,h,g
e,g,t,c,u,t,p,g,w,o,n,d
p,y,f,c,h,e,p,p,w,o,h,d
p,g,f,c,h,e,p,p,w,o,h,d
p,g,f,c,p,e,n,n,w,o,h,g
p,g,f,w,u,e,w,w,w,o,n,d
p,g,f,c,u,e,w,w,w,o,n,d
p,g,f,c,p,e,p,n,w,o,h,g
p,g,t,c,h,t,w,w,w,o,h,g
p,g,f,c,h,e,p,b,w,o,h,g
e,g,t,c,n,t,p,g,w,o,k,d
p,y,f,c,p,e,b,b,w,o,h,d
e,e,t,c,p,t,p,p,w,o,k,d
p,g,f,c,p,e,p,b,w,o,h,p
e,n,t,c,n,t,g,w,w,o,k,d
e,e,t,c,w,t,g,p,w,o,k,d
p,g,f,c,g,e,n,p,w,o,h,p
p,g,f,c,h,e,b,p,w,o,h,d
e,e,t,c,w,t,g,g,w,o,n,d
p,g,f,c,p,e,b,b,w,o,h,p
e,g,t,c,w,t,p,p,w,o,k,d
e,e,t,c,w,t,w,g,w,o,k,d
e,e,t,c,w,t,g,g,w,o,n,d
p,g,f,c,g,e,n,n,w,o,h,p
e,e,t,c,u,t,g,p,w,o,k,d
p,g,f,c,p,e,p,b,w,o,h,d
p,y,f,c,p,e,p,n,w,o,h,p
p,y,f,c,p,e,b,b,w,o,h,d
p,y,f,c,g,e,n,p,w,o,h,p
p,y,f,c,p,e,n,n,w,o,h,d
e,g,t,c,u,t,g,g,w,o,n,d
e,g,t,c,u,t,g,w,w,o,n,d
p,g,f,c,g,e,b,p,w,o,h,g
p,y,f,c,h,e,p,p,w,o,h,d
p,g,f,c,p,e,p,b,w,o,h,p
p,e,f,c,b,t,w,w,w,o,w,p
p,g,f,c,h,e,n,n,w,o,h,p
p,g,f,c,g,e,p,p,w,o,h,g
p,g,f,w,u,e,w,w,w,o,n,d
p,g,f,c,p,e,p,b,w,o,h,g
p,b,t,c,p,t,w,w,w,o,h,g
p,g,f,c,p,e,n,p,w,o,h,d
p,y,f,c,p,e,p,p,w,o,h,d
p,w,f,w,u,e,w,w,w,o,k,d
p,y,f,c,h,e,p,n,w,o,h,d
e,e,t,c,w,t,w,p,w,o,k,d
p,g,f,c,h,e,p,p,w,o,h,g
p,y,f,c,p,e,n,p,w,o,h,d
p,y,f,c,p,e,p,b,w,o,h,p
p,g,f,c,p,e,p,n,w,o,h,g
p,y,f,c,h,e,n,b,w,o,h,d
e,g,t,c,u,t,g,w,w,o,k,d
p,g,f,c,p,e,p,p,w,o,h,d
e,n,t,c,u,t,w,p,w,o,n,d
p,g,f,c,h,e,b,p,w,o,h,d
p,g,f,c,p,e,p,p,w,o,h,p
p,g,f,c,g,e,b,b,w,o,h,d
p,w,f,w,u,e,w,w,w,o,k,d
p,g,f,c,h,e,n,n,w,o,h,d
e,n,t,c,p,t,g,w,w,o,k,d
p,w,f,c,u,e,w,w,w,o,k,d
p,y,f,c,p,e,p,b,w,o,h,d
p,y,f,c,p,e,b,n,w,o,h,d
p,p,f,w,u,e,w,w,w,o,n,d
p,y,f,c,p,e,p,p,w,o,h,d
p,g,f,c,h,e,p,n,w,o,h,p
e,e,t,c,p,t,g,g,w,o,k,d
p,y,f,c,g,e,p,b,w,o,h,p
p,y,f,c,g,e,b,p,w,o,h,p
p,g,f,c,g,e,w,w,w,o,n,d
p,p,f,w,u,e,w,w,w,o,k,d
e,e,t,c,n,t,w,p,w,o,n,d
p,y,f,c,h,e,b,b,w,o,h,g
e,n,t,c,n,t,w,w,w,o,n,d
e,e,t,c,p,t,w,w,w,o,k,d
p,y,f,c,p,e,b,p,w,o,h,d
p,y,f,c,p,e,b,n,w,o,h,g
p,g,f,c,g,e,n,p,w,o,h,d
p,g,f,c,g,e,n,b,w,o,h,d
p,y,f,c,g,e,p,n,w,o,h,p
e,g,t,c,w,t,p,p,w,o,n,d
p,g,f,c,p,e,b,p,w,o,h,p
p,y,f,c,h,e,n,n,w,o,h,p
p,g,f,c,p,e,b,n,w,o,h,p
p,y,f,c,p,e,b,n,w,o,h,p
e,e,t,c,u,t,w,g,w,o,n,d
e,n,t,c,p,t,g,g,w,o,n,d
p,y,f,c,h,e,p,n,w,o,h,g
e,u,f,c,h,e,w,w,w,o,h,d
e,n,t,c,u,t,p,w,w,o,n,d
p,y,f,c,p,e,p,p,w,o,h,g
p,y,f,c,g,e,b,b,w,o,h,g
p,g,f,c,g,e,n,p,w,o,h,d
p,g,f,c,p,e,n,p,w,o,h,p
p,y,f,c,g,e,p,b,w,o,h,p
p,y,f,c,g,e,b,b,w,o,h,d
p,y,f,c,h,e,b,b,w,o,h,p
p,g,f,c,p,e,b,n,w,o,h,p
p,y,f,c,h,e,n,b,w,o,h,p
e,g,t,c,u,t,p,g,w,o,n,d
p,g,f,c,h,e,n,p,w,o,h,d
e,e,t,c,p,t,g,g,w,o,n,d
p,g,f,c,p,e,b,n,w,o,h,d
p,y,f,c,h,e,b,b,w,o,h,d
e,n,t,c,n,t,w,w,w,o,n,d
e,g,t,c,w,t,p,g,w,o,k,d
p,g,f,c,p,e,n,p,w,o,h,g
e,e,t,c,w,t,p,p,w,o,k,d
e,e,t,c,p,t,p,w,w,o,n,d
p,y,f,c,h,e,b,b,w,o,h,p
p,w,f,c,u,e,w,w,w,o,k,d
p,g,f,c,p,e,b,n,w,o,h,d
p,e,f,c,b,t,p,p,w,o,w,d
p,y,f,c,p,e,b,p,w,o,h,p
p,g,f,c,p,e,b,p,w,o,h,d
e,g,t,c,u,t,w,p,w,o,n,d
p,n,f,c,b,t,p,p,w,o,w,l
e,e,t,c,n,t,g,g,w,o,n,d
p,b,t,c,g,e,w,w,w,t,r,m
e,g,t,c,w,t,g,g,w,o,k,d
p,g,f,c,p,e,b,n,w,o,h,g
e,g,t,c,w,t,w,g,w,o,k,d
p,y,f,c,p,e,p,n,w,o,h,p
p,y,f,c,g,e,n,n,w,o,h,g
p,g,f,c,g,e,n,p,w,o,h,g
e,e,t,c,u,t,p,w,w,o,n,d
p,g,f,c,p,e,n,p,w,o,h,p
p,y,f,c,g,e,p,b,w,o,h,g
p,y,f,c,g,e,n,n,w,o,h,d
p,y,f,c,g,e,b,b,w,o,h,p
p,y,f,c,p,e,p,n,w,o,h,g
p,y,f,c,h,e,n,b,w,o,h,g
p,g,f,c,p,e,n,b,w,o,h,p
e,e,t,c,u,t,g,g,w,o,k,d
p,g,f,c,g,e,n,p,w,o,h,d
p,y,f,c,h,e,n,p,w,o,h,g
e,n,t,c,u,t,w,p,w,o,k,d
p,y,f,c,g,e,p,p,w,o,h,p
p,y,f,c,h,e,b,p,w,o,h,p
e,n,t,c,p,t,p,p,w,o,k,d
p,g,f,c,p,e,b,p,w,o,h,p
e,e,t,c,p,t,g,g,w,o,k,d
p,y,f,c,g,e,b,b,w,o,h,g
p,g,f,c,h,e,b,b,w,o,h,d
p,y,f,c,p,e,b,b,w,o,h,d
p,g,f,c,g,e,w,w,w,o,k,d
e,g,t,c,w,t,g,p,w,o,k,d
p,g,f,c,g,e,p,p,w,o,h,g
p,g,f,c,h,e,b,b,w,o,h,d
p,g,f,c,h,e,b,n,w,o,h,p
e,n,t,c,w,t,p,w,w,o,k,d
p,y,f,c,p,e,b,n,w,o,h,d
p,g,f,c,g,e,p,b,w,o,h,d
e,e,t,c,w,t,w,g,w,o,n,d
e,e,t,c,w,t,p,g,w,o,k,d
p,g,t,c,p,t,w,w,w,o,h,u
p,g,f,c,g,e,p,n,w,o,h,p
p,g,f,c,g,e,n,b,w,o,h,p
p,g,f,c,g,e,p,b,w,o,h,p
p,y,f,c,h,e,b,n,w,o,h,d
p,g,f,c,p,e,b,n,w,o,h,d
p,g,f,c,p,e,n,p,w,o,h,p
e,e,t,c,w,t,w,w,w,o,n,d
p,g,f,c,h,e,b,n,w,o,h,g
p,g,f,c,p,e,p,p,w,o,h,g
p,g,f,c,p,e,b,b,w,o,h,p
e,e,t,c,p,t,w,p,w,o,n,d
e,e,t,c,p,t,p,w,w,o,n,d
e,e,t,c,n,t,p,p,w,o,n,d
p,y,f,c,h,e,b,n,w,o,h,g
p,g,f,c,h,e,b,p,w,o,h,p
e,n,t,c,u,t,g,p,w,o,k,d
p,g,f,c,g,e,p,b,w,o,h,g
e,g,t,c,u,t,g,w,w,o,n,d
p,y,f,c,p,e,n,p,w,o,h,p
p,y,f,c,p,e,p,n,w,o,h,d
p,y,f,c,p,e,n,p,w,o,h,d
e,c,f,w,w,e,w,n,w,o,w,l
p,g,f,c,h,e,n,n,w,o,h,d
p,g,f,c,p,e,n,p,w,o,h,g
p,g,f,c,h,e,p,n,w,o,h,g
p,g,f,c,p,e,p,b,w,o,h,g
p,b,t,c,w,t,w,w,w,o,h,u
p,g,f,c,h,e,n,n,w,o,h,d
p,g,f,c,p,e,n,p,w,o,h,g
p,y,f,c,g,e,b,b,w,o,h,p
p,g,f,c,h,e,n,p,w,o,h,p
p,g,f,c,g,e,p,p,w,o,h,d
e,g,t,c,w,t,p,w,w,o,k,d
p,y,f,c,p,e,b,b,w,o,h,p
p,y,f,c,h,e,b,b,w,o,h,p
e,e,t,c,u,t,p,p,w,o,k,d
p,g,f,c,h,e,b,p,w,o,h,p
p,g,f,c,h,e,b,b,w,o,h,d
p,y,f,c,g,e,p,n,w,o,h,d
e,g,t,c,w,t,w,w,w,o,k,d
p,g,f,c,g,e,n,p,w,o,h,g
p,g,f,c,g,e,p,p,w,o,h,p
e,n,t,c,p,t,p,w,w,o,n,d
e,g,t,c,u,t,p,g,w,o,n,d
p,g,f,c,h,e,n,n,w,o,h,d
p,y,f,c,h,e,p,p,w,o,h,p
p,y,f,c,h,e,n,b,w,o,h,d
p,g,f,c,g,e,n,p,w,o,h,p
p,g,f,c,h,e,b,b,w,o,h,p
p,g,f,c,p,e,p,n,w,o,h,g
p,b,t,c,w,t,w,w,w,o,h,u
e,e,t,c,u,t,p,p,w,o,n,d
p,n,f,c,b,t,p,p,w,o,w,d
e,g,t,c,n,t,g,w,w,o,n,d
p,g,f,w,n,e,w,w,w,o,k,d
p,p,f,w,n,e,w,w,w,o,n,d
p,n,f,c,b,t,p,w,w,o,w,l
p,g,f,c,g,e,n,p,w,o,h,p
p,y,f,c,g,e,b,b,w,o,h,g
p,g,t,c,w,t,w,w,w,o,h,u
p,g,f,c,h,e,b,p,w,o,h,p
p,y,f,c,p,e,b,b,w,o,h,d
p,g,f,c,g,e,n,p,w,o,h,p
p,g,f,c,h,e,n,b,w,o,h,d
p,g,f,c,h,e,b,b,w,o,h,d
p,g,f,c,g,e,n,p,w,o,h,g
p,g,f,c,h,e,p,p,w,o,h,g
p,y,f,c,p,e,b,b,w,o,h,g
p,y,f,c,p,e,n,n,w,o,h,g
p,y,f,c,h,e,n,b,w,o,h,g
p,y,f,c,g,e,b,p,w,o,h,g
p,y,f,c,p,e,n,p,w,o,h,g
p,g,t,c,h,t,w,w,w,o,h,u
p,y,f,c,h,e,n,n,w,o,h,g
p,y,f,c,p,e,p,b,w,o,h,g
p,g,f,c,p,e,n,p,w,o,h,d
p,y,f,c,p,e,p,n,w,o,h,d
p,y,f,c,g,e,b,p,w,o,h,d
p,g,f,c,h,e,b,n,w,o,h,p
p,g,f,c,p,e,n,b,w,o,h,p
e,e,t,c,p,t,w,w,w,o,n,d
p,y,f,c,h,e,n,p,w,o,h,d
p,g,f,c,h,e,b,p,w,o,h,d
p,g,f,c,h,e,n,p,w,o,h,p
p,y,f,c,g,e,b,p,w,o,h,g
p,y,f,c,g,e,p,p,w,o,h,p
p,g,f,c,h,e,n,b,w,o,h,d
p,y,f,c,p,e,p,p,w,o,h,p
p,w,t,c,p,t,w,w,w,o,h,u
p,y,f,c,h,e,p,n,w,o,h,g
p,y,f,c,p,e,b,p,w,o,h,d
p,g,f,c,h,e,n,n,w,o,h,p
p,y,f,c,p,e,p,b,w,o,h,d
p,y,f,c,h,e,b,n,w,o,h,d
p,g,f,c,g,e,b,b,w,o,h,p
p,g,f,c,p,e,n,b,w,o,h,g
p,y,f,c,h,e,b,p,w,o,h,p
p,g,f,c,g,e,p,b,w,o,h,g
p,y,f,c,p,e,n,b,w,o,h,d
p,g,f,c,p,e,n,n,w,o,h,d
p,y,f,c,g,e,n,b,w,o,h,d
p,w,t,c,h,t,w,w,w,o,h,g
p,g,f,c,p,e,n,b,w,o,h,g
p,b,t,c,p,t,w,w,w,o,h,g
p,g,f,c,h,e,p,b,w,o,h,d
p,g,f,c,p,e,n,n,w,o,h,d
p,y,f,c,g,e,n,b,w,o,h,g
p,y,f,c,p,e,n,n,w,o,h,g
p,y,f,c,g,e,p,p,w,o,h,g
e,g,t,c,u,t,g,g,w,o,n,d
p,y,f,c,h,e,p,p,w,o,h,p
p,g,f,c,h,e,p,n,w,o,h,p
p,y,f,c,h,e,p,b,w,o,h,g
p,y,f,c,h,e,n,p,w,o,h,p
p,y,f,c,g,e,n,p,w,o,h,d
p,g,f,c,h,e,p,p,w,o,h,p
p,g,f,c,g,e,b,b,w,o,h,g
p,g,f,c,g,e,p,p,w,o,h,p
p,p,f,c,p,e,w,w,w,o,k,d
p,y,f,c,g,e,n,n,w,o,h,d
p,y,f,c,g,e,n,n,w,o,h,g
p,y,f,c,h,e,b,p,w,o,h,g
p,g,f,c,g,e,p,n,w,o,h,g
p,g,f,c,g,e,p,n,w,o,h,g
p,g,f,c,h,e,p,n,w,o,h,d
p,y,f,c,h,e,b,n,w,o,h,g
p,y,f,c,g,e,b,p,w,o,h,p
p,g,f,c,h,e,p,b,w,o,h,d
p,y,f,c,g,e,n,p,w,o,h,d
p,g,f,c,g,e,b,b,w,o,h,p
p,g,f,c,p,e,p,n,w,o,h,d
p,y,f,c,h,e,b,n,w,o,h,p
e,n,f,w,w,e,w,n,w,o,w,l
p,g,f,c,p,e,n,n,w,o,h,p
p,y,f,c,h,e,n,p,w,o,h,g
p,y,f,c,p,e,p,p,w,o,h,g
p,g,f,c,h,e,n,b,w,o,h,d
p,g,f,c,h,e,b,p,w,o,h,p
p,y,f,c,p,e,p,p,w,o,h,g
e,p,t,c,e,e,w,w,w,t,w,w
p,y,f,c,p,e,n,b,w,o,h,p
p,y,f,c,g,e,b,b,w,o,h,d
p,g,f,c,p,e,p,b,w,o,h,d
p,g,f,c,g,e,b,p,w,o,h,p
p,y,f,c,g,e,b,b,w,o,h,d
p,g,f,c,h,e,p,n,w,o,h,g
p,g,f,c,h,e,n,b,w,o,h,g
e,p,t,c,e,e,w,e,w,t,w,w
p,y,f,c,p,e,p,n,w,o,h,d
p,y,f,c,p,e,p,n,w,o,h,p
p,g,f,c,h,e,b,n,w,o,h,p
p,g,f,c,p,e,n,b,w,o,h,g
p,y,f,c,h,e,n,p,w,o,h,p
p,g,f,c,p,e,n,b,w,o,h,p
p,g,f,c,g,e,p,p,w,o,h,g
p,y,f,c,g,e,b,n,w,o,h,g
p,g,f,c,h,e,n,n,w,o,h,d
p,y,f,c,g,e,p,p,w,o,h,d
p,g,f,c,g,e,n,n,w,o,h,g
p,g,f,c,g,e,p,n,w,o,h,d
p,y,f,c,h,e,p,b,w,o,h,g
e,g,t,c,w,t,p,w,w,o,n,d
p,g,f,c,h,e,p,b,w,o,h,d
p,g,f,c,g,e,n,p,w,o,h,d
p,g,f,c,g,e,b,n,w,o,h,g
p,y,f,c,p,e,p,b,w,o,h,g
p,g,f,c,p,e,b,n,w,o,h,g
p,y,f,c,g,e,p,b,w,o,h,p
p,y,f,c,p,e,b,b,w,o,h,d
p,y,f,c,g,e,p,n,w,o,h,g
p,y,f,c,p,e,n,b,w,o,h,p
p,g,f,c,p,e,b,p,w,o,h,g
p,y,f,c,h,e,p,b,w,o,h,d
p,g,f,c,h,e,b,b,w,o,h,g
p,g,f,c,g,e,b,p,w,o,h,d
p,g,f,c,h,e,n,n,w,o,h,g
p,y,f,c,h,e,p,p,w,o,h,g
p,g,f,c,p,e,p,b,w,o,h,g
p,y,f,c,g,e,b,p,w,o,h,p
p,g,f,c,p,e,n,b,w,o,h,g
p,g,f,c,h,e,b,b,w,o,h,g
p,g,f,c,p,e,n,b,w,o,h,p
e,r,f,c,p,e,w,w,w,o,h,d
p,y,f,c,p,e,n,b,w,o,h,g
p,y,f,c,g,e,b,p,w,o,h,d
p,n,f,c,b,t,w,w,w,o,w,p
p,y,f,c,h,e,b,n,w,o,h,d
p,n,f,c,w,e,w,n,w,o,w,d
p,y,f,c,p,e,b,p,w,o,h,d
p,g,f,c,h,e,b,n,w,o,h,d
p,g,f,c,h,e,b,p,w,o,h,g
p,g,f,c,g,e,n,p,w,o,h,g
p,y,f,c,p,e,p,p,w,o,h,d
p,g,f,c,g,e,n,p,w,o,h,d
p,g,f,c,g,e,n,b,w,o,h,d
p,g,f,c,p,e,n,n,w,o,h,g
p,g,f,c,g,e,p,n,w,o,h,g
e,e,t,c,w,t,g,p,w,o,k,d
p,y,f,c,h,e,n,n,w,o,h,p
p,y,f,c,h,e,p,p,w,o,h,g
p,y,f,c,g,e,n,n,w,o,h,g
p,y,f,c,p,e,b,b,w,o,h,p
p,g,f,c,h,e,n,b,w,o,h,g
p,g,f,c,h,e,p,p,w,o,h,g
p,y,f,c,g,e,p,p,w,o,h,g
p,b,t,c,w,t,w,w,w,o,h,u
p,g,f,c,p,e,p,b,w,o,h,g
p,y,f,c,g,e,n,n,w,o,h,p
p,g,f,c,g,e,n,n,w,o,h,p
p,g,f,c,g,e,b,n,w,o,h,d
p,y,f,c,p,e,p,b,w,o,h,d
p,g,f,c,h,e,n,n,w,o,h,g
p,g,f,c,p,e,b,n,w,o,h,g
e,e,t,c,e,e,w,e,w,t,w,w
p,g,f,c,g,e,p,p,w,o,h,d
p,y,f,c,p,e,n,p,w,o,h,d
p,g,f,c,g,e,n,n,w,o,h,d
p,y,f,c,g,e,p,p,w,o,h,p
p,g,f,c,g,e,n,n,w,o,h,d
p,y,f,c,h,e,b,b,w,o,h,g
p,w,t,w,w,e,w,w,w,o,w,l
p,b,t,c,h,t,w,w,w,o,h,u
p,y,f,c,p,e,b,p,w,o,h,p
p,g,f,c,g,e,b,b,w,o,h,d
p,g,f,c,g,e,p,p,w,o,h,p
p,y,f,c,p,e,b,p,w,o,h,p
p,g,f,c,g,e,n,n,w,o,h,d
p,y,f,c,h,e,p,p,w,o,h,d
p,y,f,c,p,e,b,p,w,o,h,g
p,g,f,c,p,e,b,p,w,o,h,g
p,w,t,c,w,t,w,w,w,o,h,u
e,g,t,c,n,t,g,p,w,o,n,d
p,n,f,c,b,t,w,p,w,o,w,d
p,g,f,c,p,e,p,p,w,o,h,d
p,g,f,c,g,e,p,n,w,o,h,g
e,e,t,c,n,t,p,g,w,o,k,d
e,b,t,c,e,e,w,e,w,t,w,w
p,y,f,c,h,e,n,n,w,o,h,g
p,y,f,c,g,e,b,n,w,o,h,d
p,y,f,c,h,e,n,b,w,o,h,p
p,y,f,c,p,e,n,n,w,o,h,g
p,y,f,c,g,e,b,n,w,o,h,g
p,g,f,c,p,e,b,b,w,o,h,g
p,g,f,c,p,e,n,n,w,o,h,g
p,y,f,c,p,e,b,b,w,o,h,g
p,g,f,c,h,e,p,p,w,o,h,g
p,y,f,c,g,e,p,n,w,o,h,g
p,g,f,c,h,e,b,n,w,o,h,p
p,y,f,c,h,e,n,b,w,o,h,g
p,g,f,c,g,e,p,b,w,o,h,d
p,g,f,c,h,e,p,p,w,o,h,d
p,g,f,c,p,e,b,n,w,o,h,p
e,u,f,c,h,e,w,w,w,o,h,d
p,g,f,c,g,e,n,n,w,o,h,g
p,y,f,c,g,e,n,p,w,o,h,g
p,y,f,c,h,e,p,n,w,o,h,g
p,y,f,c,h,e,p,n,w,o,h,g
p,y,f,c,h,e,b,b,w,o,h,g
p,g,f,c,h,e,p,b,w,o,h,g
p,g,f,c,p,e,b,b,w,o,h,d
p,g,f,c,h,e,b,n,w,o,h,g
p,y,f,c,h,e,b,n,w,o,h,d
p,y,f,c,h,e,b,n,w,o,h,p
p,g,f,c,g,e,p,n,w,o,h,p
p,g,f,c,g,e,n,b,w,o,h,g
p,y,f,c,g,e,n,b,w,o,h,d
e,e,t,c,u,t,g,w,w,o,n,d
p,b,t,c,h,t,w,w,w,o,h,u
p,g,f,c,g,e,p,n,w,o,h,d
p,g,f,c,h,e,p,p,w,o,h,p
p,y,f,c,p,e,p,b,w,o,h,g
p,y,f,c,p,e,p,b,w,o,h,p
p,y,f,c,h,e,n,n,w,o,h,d
e,n,t,c,u,t,w,g,w,o,k,d
p,y,f,c,h,e,b,n,w,o,h,g
e,b,t,c,e,e,w,w,w,t,w,w
p,y,f,c,p,e,n,p,w,o,h,g
p,y,f,c,p,e,p,b,w,o,h,d
p,y,f,c,h,e,p,n,w,o,h,g
p,g,f,c,g,e,b,b,w,o,h,p
e,e,t,c,n,t,g,g,w,o,k,d
p,y,f,c,p,e,p,n,w,o,h,d
p,y,f,c,p,e,b,n,w,o,h,g
p,y,f,c,h,e,n,n,w,o,h,d
p,y,f,c,p,e,n,b,w,o,h,g
p,n,f,c,b,t,w,p,w,o,w,d
p,y,f,c,p,e,p,b,w,o,h,p
p,y,f,c,h,e,n,b,w,o,h,g
p,y,f,c,g,e,n,n,w,o,h,p
p,y,f,c,g,e,n,b,w,o,h,d
p,g,f,c,p,e,b,p,w,o,h,p
p,g,f,c,h,e,b,b,w,o,h,g
p,g,f,c,h,e,b,n,w,o,h,d
p,g,f,c,g,e,b,n,w,o,h,g
p,g,f,c,p,e,w,w,w,o,k,d
p,y,f,c,g,e,b,p,w,o,h,g
p,g,t,c,h,t,w,w,w,o,h,u
p,g,f,c,p,e,n,n,w,o,h,g
p,y,f,c,p,e,p,b,w,o,h,p
p,y,f,c,h,e,n,b,w,o,h,d
e,g,t,c,u,t,p,g,w,o,k,d
p,g,f,c,g,e,b,n,w,o,h,d
p,y,f,c,h,e,n,p,w,o,h,g
p,g,f,c,h,e,n,b,w,o,h,p
p,y,f,c,h,e,b,b,w,o,h,g
p,g,f,c,p,e,b,p,w,o,h,d
p,y,f,c,p,e,b,p,w,o,h,p
e,n,t,c,n,t,g,g,w,o,n,d
p,g,f,c,g,e,n,n,w,o,h,g
p,y,f,c,g,e,b,p,w,o,h,g
p,g,f,c,p,e,p,n,w,o,h,p
p,y,f,c,p,e,p,p,w,o,h,g
p,g,f,c,g,e,n,b,w,o,h,p
p,g,f,c,h,e,p,b,w,o,h,g
p,y,f,c,h,e,b,n,w,o,h,g
e,b,t,c,e,e,e,e,w,t,w,w
p,y,f,c,p,e,b,b,w,o,h,p
p,n,f,c,b,t,p,w,w,o,w,d
p,g,f,c,p,e,n,n,w,o,h,p
p,g,f,c,g,e,n,n,w,o,h,p
p,y,f,c,h,e,b,b,w,o,h,g
p,g,f,c,g,e,p,p,w,o,h,d
p,g,f,c,h,e,b,p,w,o,h,g
p,y,f,c,h,e,n,n,w,o,h,g
p,y,f,c,g,e,n,b,w,o,h,d
p,w,t,c,p,t,w,w,w,o,h,u
p,y,f,c,g,e,p,b,w,o,h,g
p,y,f,c,g,e,p,p,w,o,h,p
p,y,f,c,p,e,p,n,w,o,h,g
p,y,f,c,g,e,n,b,w,o,h,p
p,y,f,c,h,e,b,n,w,o,h,g
p,y,f,c,h,e,n,b,w,o,h,g
p,y,f,c,p,e,b,n,w,o,h,p
p,g,f,c,p,e,p,n,w,o,h,p
p,y,f,c,h,e,b,b,w,o,h,p
p,g,f,c,h,e,b,b,w,o,h,p
e,n,t,c,p,t,w,p,w,o,k,d
p,y,f,c,h,e,b,p,w,o,h,d
p,g,f,c,g,e,n,n,w,o,h,p
p,g,f,c,h,e,b,p,w,o,h,g
p,g,f,c,g,e,p,b,w,o,h,g
p,y,f,c,g,e,b,p,w,o,h,d
p,g,f,c,g,e,n,b,w,o,h,p
p,g,f,c,p,e,p,p,w,o,h,d
p,y,f,c,p,e,b,n,w,o,h,d
p,y,f,c,h,e,n,n,w,o,h,d
